"","Opération","Division","Description","Designation","TypeUnité","TypeProduit","NombreUnité","StatutADV","Superficie","PrixUnitaire","PrixTotal","NuméroClient","Client","Dossier","TypeDocument","DésignationTypeDeDocument","Création","Vers1","Vers2","Vers3","TotalVersement","VersRegularis","TropPerçuRéglé","TropPerçuNonRéglé","ResteàPayer","TotalAvances"
"1853","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2                  ",1,2,145,1615,234175,"11101811","Beatrisa Merrell","21732749","ZVL ","Vente libre         ",2020-06-11,117087.5,40000,0,157087.5,0,0,0,77087.5,157087.5
"146","180018.01",1804,"Jerada-Figuig                 ","99501-RYAD BOUARFA                      ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA BANDE          ",1,3,200,750,150000,"10629389","Clemence Banasik","21213132","ZVL ","Vente libre         ",2014-12-09,70000,0,0,70000,0,0,0,80000,70000
"5607","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,242.2,2550,617610,"11015345","Davidde Cardello","21610505","ZVL ","Vente libre         ",2017-08-02,108783,70000,0,178783,0,0,0,438827,178783
"3623","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11025824","Alexi Annakin","21617874","ZVL ","Vente libre         ",2017-12-05,34000,0,0,34000,0,0,0,34000,34000
"2723","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,800,56000,"10628740","Georgeanna Dewick","21216186","ZVL ","Vente libre         ",2013-09-19,14700,14700,14700,44100,0,0,0,11900,44100
"1276","180290.01",1802,"Berkane                       ","8191-ANAS FVIT TR3                      ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,55,3050.91,167800,"11078422","Anton Rupert","21659243","ZVL ","Vente libre         ",2019-06-28,35000,35000,0,70000,0,0,0,97800,70000
"4102","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,153,2100,321300,"10602231","Cordelia Jedrzejewski","21246220","ZVL ","Vente libre         ",2013-10-09,70000,70000,0,140000,0,0,0,181300,140000
"1192","180290.01",1802,"Berkane                       ","8191-ANAS FVIT TR3                      ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,55,3050.91,167800,"11078945","Koral O'Hagan","21659536","ZVL ","Vente libre         ",2019-07-03,35000,0,0,35000,0,0,0,132800,35000
"1012","180254.01",1804,"Jerada-Figuig                 ","7021-ZA ECONOMIQUE AIN BENI MATHAR      ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,347,500,173500,"11075638","Abeu Mothersole","23193529","ZAF ","Vente Affectation   ",2020-05-07,86750,0,0,86750,0,0,0,86750,86750
"4390","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,164,2079,340956,"10493947","Sammy Goodluck","21213688","ZVL ","Vente libre         ",2013-12-06,94710,94710,151536,340956,0,0,0,0,340956
"6970","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,77,4675.32,360000,"11083868","Lisette Buscombe","21662207","ZVL ","Vente libre         ",2019-09-09,90000,90000,90000,270000,0,0,0,90000,270000
"6039","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1650,165000,"11121707","Susannah Hufton","21744861","ZVL ","Vente libre         ",2021-03-01,0,0,0,0,0,0,0,165000,0
"6088","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1650,165000,"10617687","Courtnay Le Ball","21637933","ZVL ","Vente libre         ",2018-11-28,49500,49500,66000,165000,0,0,0,0,165000
"643","180170.01",1801,"Agence Oujda                  ","24311-SALAM EXTENSION                   ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,120,270,32400,"10593360","Price Francois","21218590","ZVL ","Vente libre         ",1988-02-11,14400,14400,0,28800,0,0,0,3600,28800
"3235","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,120,1000,120000,"10639796","Nat MacLise","21477382","ZVL ","Vente libre         ",2016-07-05,30000,30000,30000,90000,0,0,0,30000,90000
"690","180174.01",1804,"Jerada-Figuig                 ","98021-AMAL 3 A AIN BENI MATHAR          ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,102,300.59,30660,"10607883","Fiona Plail","21219774","ZVL ","Vente libre         ",2000-01-01,5000,10000,1460,16460,0,0,0,14200,16460
"4124","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,3,182,2640,480480,"10620394","Glenden Harbisher","21222457","ZVL ","Vente libre         ",2012-06-25,145000,96000,96000,337000,0,0,0,143480,337000
"6515","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11053779","Quent Vautrey","21634827","ZVL ","Vente libre         ",2018-10-03,36000,36000,0,72000,0,0,0,48000,72000
"4055","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,155,2600,403000,"10677961","Felicio Buntin","21493665","ZVL ","Vente libre         ",2017-04-21,80000,50000,0,130000,0,0,0,273000,130000
"777","180194.01",1801,"Agence Oujda                  ","10211-WIFAK ls à 140000 HT              ","CONSTRUCTION LOGEMENT    ","CONSTR FAIBLE COUT 140MILLE             ",1,5,53,522.75,27706,"11033681","Thomas Abramin","21622858","ZVL ","Vente libre         ",2018-02-22,140000,27706,0,167706,0,0,140000,0,167706
"3655","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,120,950,114000,"11014735","Biddie Sendley","21610000","ZVL ","Vente libre         ",2017-07-27,57000,28500,0,85500,0,0,0,28500,85500
"5597","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,185,2400,444000,"11024460","Kerrie Jewson","21617012","ZVL ","Vente libre         ",2017-11-20,133200,111000,111000,355200,0,0,0,88800,355200
"4014","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,149,2100,312900,"10595660","Lyn Robarts","21229626","ZVL ","Vente libre         ",2013-09-26,90000,0,0,90000,0,0,0,222900,90000
"2053","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,125,1155,144375,"10614551","Batholomew Scoffins","21229866","ZVL ","Vente libre         ",2014-10-14,36093.75,36093.75,0,72187.5,0,0,0,72187.5,72187.5
"5524","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,183.7,2300,422510,"11112786","Spence Tripe","21739868","ZVL ","Vente libre         ",2020-11-09,126753,105627.5,105627.5,338008,0,0,0,84502,338008
"4995","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.95,1400,134330,"11080318","Mahmoud Bevan","21748176","ZVL ","Vente libre         ",2019-07-13,40299,40299,0,80598,0,0,0,53732,0
"453","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,124,1800,223200,"11057628","Nicky Grisdale","21637445","ZVL ","Vente libre         ",2018-11-15,55800,55800,55800,167400,0,0,0,55800,167400
"4064","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,150,2200,330000,"10606294","Bord Annesley","21220063","ZVL ","Vente libre         ",2012-06-18,99000,66000,132000,297000,0,0,0,33000,297000
"4076","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,152,2100,319200,"10592872","Koral Walter","21219509","ZVL ","Vente libre         ",2012-06-25,95000,64000,0,159000,0,0,0,160200,159000
"6357","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11054079","Elfreda Dallemore","21635122","ZVL ","Vente libre         ",2018-10-05,36000,36000,24000,96000,0,0,0,24000,96000
"9","180011.01",1802,"Berkane                       ","5381-C COM SAIDIA                       ","CONSTRUCTION USAGE COMM. ","CONSTR LOCAUX COMMERCIAUX               ",1,2,13,17692.31,230000,"11074406","Janeen Posen","21657229","ZVL ","Vente libre         ",2019-05-03,50000,0,0,50000,0,0,0,180000,50000
"4223","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,150,1714,257100,"10604678","Gilly Hull","21212224","ZVL ","Vente libre         ",2013-09-12,64275,0,0,64275,0,0,0,192825,64275
"2553","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,840,58800,"10611178","Shell Ansill","21213230","ZVL ","Vente libre         ",2013-09-19,15400,15400,14800,45600,0,0,0,13200,45600
"3785","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,150,1375,206250,"11023365","Sawyer Dimmer","21616189","ZVL ","Vente libre         ",2017-11-03,103125,51562.5,40000,194687.5,0,0,0,11562.5,194687.5
"5048","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,92.16,1400,129024,"11079526","Alfy Revan","21748059","ZVL ","Vente libre         ",2019-07-16,38707.2,38707.2,0,77414.4,0,0,0,51609.6,0
"6391","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11055773","Tommy Fyrth","21636090","ZVL ","Vente libre         ",2018-10-22,36000,36000,24000,96000,0,0,0,24000,96000
"443","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1850,222000,"11034061","Cary Eliassen","21622954","ZVL ","Vente libre         ",2018-02-23,55500,55500,0,111000,0,0,0,111000,111000
"5619","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,240,2450,588000,"11076129","Conan Behnecke","21657963","ZVL ","Vente libre         ",2019-05-23,2e+05,2e+05,0,4e+05,0,0,0,188000,4e+05
"1280","180290.01",1802,"Berkane                       ","8191-ANAS FVIT TR3                      ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,55,3050.91,167800,"11078737","Fidole Filintsev","21659421","ZVL ","Vente libre         ",2019-07-02,35000,0,0,35000,0,0,0,132800,35000
"4443","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,157,2310,362670,"10626416","Tarrah McCue","21218063","ZVL ","Vente libre         ",2015-06-09,90667.5,90667.5,0,181335,0,0,0,181335,181335
"1392","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,120,510,61200,"11069378","Evvy Seamons","21655621","ZVL ","Vente libre         ",2019-03-26,15000,0,0,15000,0,0,0,46200,15000
"6122","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1700,170000,"10627140","Rozalie Vagg","21634681","ZVL ","Vente libre         ",2018-10-01,51000,51000,0,102000,0,0,0,68000,102000
"371","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,106,1850,196100,"10613530","Tine Bazoge","21650566","ZVL ","Vente libre         ",2019-01-22,62692.5,62692.5,0,125385,0,0,0,70715,125385
"1731","180338.02",1803,"Nador - Driouch               ","LOT FATH EXTENSION SELOUANE             ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA ISOLEES        ",1,2,260,2650,689000,"11123539","Chase McIlhagga","23199029","ZAF ","Vente Affectation   ",2021-03-26,344500,0,0,344500,0,0,0,344500,344500
"438","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1825,219000,"11041838","Rab McTerrelly","21627817","ZVL ","Vente libre         ",2018-05-15,54750,30000,0,84750,0,0,0,134250,84750
"33","180011.01",1802,"Berkane                       ","5381-C COM SAIDIA                       ","CONSTRUCTION USAGE COMM. ","CONSTR LOCAUX COMMERCIAUX               ",1,2,16,7500,120000,"10639375","Virgie Campaigne","21356989","ZVL ","Vente libre         ",2015-08-18,0,0,0,0,0,0,0,120000,0
"4828","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.7,1400,133980,"11079718","Bobette Hotson","21748082","ZVL ","Vente libre         ",2019-07-17,40194,0,0,40194,0,0,0,93786,0
"1176","180290.01",1802,"Berkane                       ","8191-ANAS FVIT TR3                      ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,55,3050.91,167800,"10673569","Danni Jasik","21732798","ZVL ","Vente libre         ",2020-06-12,35000,0,0,35000,0,0,0,132800,35000
"6005","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1650,165000,"10628935","Randa Barkes","21638465","ZVL ","Vente libre         ",2018-12-04,49500,49000,66500,165000,0,0,0,0,165000
"5030","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.7,1400,133980,"10621604","Helen-elizabeth Kitchiner","21748014","ZVL ","Vente libre         ",2019-07-16,40194,40194,0,80388,0,0,0,53592,0
"774","180184.03",1802,"Berkane                       ","1043-BORJ LS TR1                        ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,67,4427.77,296660.31,"11123450","Shelli Zecchinii","21746907","ZVL ","Vente libre         ",2021-04-08,0,0,0,0,0,0,0,296660.31,0
"1974","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,127,1320,167640,"10592259","Andriana Dovey","21233185","ZVL ","Vente libre         ",2014-08-25,41910,41910,41910,125730,0,0,0,41910,125730
"4238","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,163,1848,301224,"10584322","Reinwald McLukie","21487748","ZVL ","Vente libre         ",2017-01-09,40000,80000,0,120000,0,0,0,181224,120000
"6605","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,123,1200,147600,"11122755","Mort Denerley","21745949","ZVL ","Vente libre         ",2021-03-16,44280,0,0,44280,0,0,0,103320,44280
"2326","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4                  ",1,2,231,2200,508200,"10617918","Ingmar Snooks","21732829","ZVL ","Vente libre         ",2020-06-15,254100,80000,40000,374100,0,0,0,134100,374100
"4758","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.03,1400,133042,"11079695","Wenona Arp","21748116","ZVL ","Vente libre         ",2019-07-13,39912.6,39912.6,0,79825.2,0,0,0,53216.8,0
"2171","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,105,1000,105000,"10606721","Jeana Kochlin","21226650","ZVL ","Vente libre         ",2014-08-15,26250,26250,26250,78750,0,0,0,26250,78750
"4615","180412.01",1801,"Agence Oujda                  ","Lotissement mer Niger Oujda             ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,85,603.53,51300,"11036041","Modestia Pallent","21624508","ZVL ","Vente libre         ",2018-03-14,12850.65,12550,0,25400.65,0,0,0,25899.35,25400.65
"2231","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,120,1220.08,146410,"10624715","Athena Ort","21235712","ZVL ","Vente libre         ",2015-04-27,36700,36700,36700,110100,0,0,0,36310,110100
"4562","180412.01",1801,"Agence Oujda                  ","Lotissement mer Niger Oujda             ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,85,603.53,51300,"10596908","Veradis Stirrip","21624683","ZVL ","Vente libre         ",2018-03-16,24000,1400,0,25400,0,0,0,25900,25400
"5168","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,112.53,2100,236313,"10599455","Chucho MacAlaster","21624834","ZVL ","Vente libre         ",2018-03-19,50000,59078.25,0,109078.25,0,0,0,127234.75,109078.25
"1312","180298.01",1804,"Jerada-Figuig                 ","98071-BADR BOUARFA                      ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,131,320,41920,"10608636","Nike Haswall","21214777","ZVL ","Vente libre         ",2000-01-01,14000,10000,8000,32000,0,0,0,9920,32000
