"","Opération","Division","Description","Designation","TypeUnité","TypeProduit","NombreUnité","StatutADV","Superficie","PrixUnitaire","PrixTotal","NuméroClient","Client","Dossier","TypeDocument","DésignationTypeDeDocument","Création","Vers1","Vers2","Vers3","TotalVersement","VersRegularis","TropPerçuRéglé","TropPerçuNonRéglé","ResteàPayer","TotalAvances"
"2128","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,110,1210,133100,"10626496","Hermon Cadden","21226009","ZVL ","Vente libre         ",2014-12-05,33275,33275,33275,99825,0,0,0,33275,99825
"3245","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,110,1000,110000,"10607981","Nan Bernet","21226208","ZVL ","Vente libre         ",2014-08-07,27500,0,0,27500,0,0,0,82500,27500
"7039","180630.02",1804,"Jerada-Figuig                 ","lotissement SITIR GUENFOUDA             ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,830,83000,"11125444","Susannah Hufton","21747330","ZVL ","Vente libre         ",2021-04-20,24900,0,0,24900,0,0,0,58100,24900
"6706","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11094611","Elianora Dranfield","21729271","ZVL ","Vente libre         ",2020-01-15,36000,36000,24000,96000,0,0,0,24000,96000
"3079","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,130,1210,157300,"11085335","Wendi Normanell","21662964","ZVL ","Vente libre         ",2019-09-30,46695,0,0,46695,0,0,0,110605,46695
"1318","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,120,510,61200,"11024842","Amata Spain-Gower","21617318","ZVL ","Vente libre         ",2017-11-23,20000,20600,20600,61200,0,0,0,0,61200
"4936","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.95,1400,134330,"11079752","Drona Ransfield","21660335","ZVL ","Vente libre         ",2019-07-18,40299,40299,0,80598,0,0,0,53732,80598
"3158","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,134,1155,154770,"10615017","Erda Osbourne","21227400","ZVL ","Vente libre         ",2013-12-18,43800.63,43800.63,0,87601.26,0,0,0,67168.74,87601.26
"1615","180315.03",1803,"Nador - Driouch               ","12123-IRFANE LOT                        ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA ISOLEES        ",1,2,282,1920,541440,"10633597","Modestia Pallent","21734949","ZVL ","Vente libre         ",2020-07-22,0,0,0,0,0,0,0,541440,0
"190","180060.02",1801,"Agence Oujda                  ","24582-JORF LAKHDER FVIT TR1             ","CONSTRUCTION LOGEMENT    ","CONSTR FAIBLE COUT 140MILLE             ",1,3,46,3043.48,140000,"10618779","Juli Gallone","21214386","ZVL ","Vente libre         ",2016-03-02,60000,0,0,60000,0,0,0,80000,60000
"6464","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11053857","Byrann Seage","21634905","ZVL ","Vente libre         ",2018-10-03,36000,36000,24000,96000,0,0,0,24000,96000
"3284","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,233,1562.5,364062.5,"10630323","Bernardine Girdler","21222018","ZVL ","Vente libre         ",2015-09-21,91015.63,91015.63,91015.63,273046.89,0,0,0,91015.61,273046.89
"1786","180387.01",1805,"Taourirt                      ","99201-ANNASR A TAOURIRT                 ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,121,446.28,54000,"10611555","Linoel Joderli","21220727","ZVL ","Vente libre         ",1955-05-03,0,0,0,0,0,0,0,54000,0
"1319","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,120,465,55800,"11024840","Damiano McLugish","21617320","ZVL ","Vente libre         ",2017-11-23,16000,0,0,16000,0,0,0,39800,16000
"5062","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.7,1400,133980,"11079502","Mile Heffron","21660044","ZVL ","Vente libre         ",2019-07-15,40194,40194,0,80388,0,0,0,53592,80388
"3867","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,216,1437.5,310500,"11015186","Yancy Domenget","21610351","ZVL ","Vente libre         ",2017-08-01,155250,0,0,155250,0,0,0,155250,155250
"3751","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1210,145200,"10918222","Gleda Cruddace","21613558","ZVL ","Vente libre         ",2017-09-21,72600,36300,0,108900,0,0,0,36300,108900
"3872","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,192,1207.5,231840,"10919517","Torin Meak","21659383","ZVL ","Vente libre         ",2019-07-01,115920,0,0,115920,0,0,0,115920,115920
"2498","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"10604680","Alic Clutton","21212225","ZVL ","Vente libre         ",2013-09-19,16800,16800,16800,50400,0,0,0,11200,50400
"3464","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11014803","Arnie Duckinfield","21609998","ZVL ","Vente libre         ",2017-07-27,34000,17000,0,51000,0,0,0,17000,51000
"3600","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11025061","Lanita Deporte","21617470","ZVL ","Vente libre         ",2017-11-27,34000,17000,0,51000,0,0,0,17000,51000
"2626","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"10626846","Traver Casarini","21227022","ZVL ","Vente libre         ",2013-09-26,16800,16800,16800,50400,0,0,0,11200,50400
"6603","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,123,1200,147600,"11059168","Lindi Baybutt","21638624","ZVL ","Vente libre         ",2018-12-06,44280,44280,29520,118080,0,0,0,29520,118080
"4829","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.7,1400,133980,"11079480","Emmett MacNalley","23199914","ZAF ","Vente Affectation   ",2019-07-16,40194,40194,0,80388,0,0,0,53592,0
"952","180254.01",1804,"Jerada-Figuig                 ","7021-ZA ECONOMIQUE AIN BENI MATHAR      ","LOT ACTIVITÉ COMMERCIALE ","LOTS  ACTIVITE COMM A USAGE COMMERCIAL  ",1,2,156,500,78000,"11075638","Antonia Simmig","23193469","ZAF ","Vente Affectation   ",2020-05-06,39000,39000,0,78000,0,0,0,0,78000
"4335","180403.03",1803,"Nador - Driouch               ","10133-POLE URBAIN AL AROUIT TR3 ET TR4  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,124,2205,273420,"10575340","Fidel Lafflin","21221726","ZVL ","Vente libre         ",2013-09-09,68355,68355,0,136710,0,0,0,136710,136710
"1260","180290.01",1802,"Berkane                       ","8191-ANAS FVIT TR3                      ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,55,3050.91,167800,"11078627","Fania Stace","21659347","ZVL ","Vente libre         ",2019-07-01,35000,35000,35000,105000,0,0,0,62800,105000
"3461","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11014789","Keelia Jeavons","21610012","ZVL ","Vente libre         ",2017-07-27,34000,17000,0,51000,0,0,0,17000,51000
"6190","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1800,216000,"11055777","Nye Moyers","21636093","ZVL ","Vente libre         ",2018-10-22,64800,64800,43200,172800,0,0,0,43200,172800
"6358","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11053968","Ivar Mathwin","21634998","ZVL ","Vente libre         ",2018-10-04,36000,36000,48000,120000,0,0,0,0,120000
"21","180011.01",1802,"Berkane                       ","5381-C COM SAIDIA                       ","CONSTRUCTION USAGE COMM. ","CONSTR LOCAUX COMMERCIAUX               ",1,3,523,1444.55,755500,"10581761","Tatiania Achrameev","21230509","ZVL ","Vente libre         ",2015-08-18,10000,0,0,10000,0,0,0,745500,10000
"5141","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,93.99,1400,131586,"11079366","Eydie Skill","21660214","ZVL ","Vente libre         ",2019-07-16,39475.8,0,0,39475.8,0,0,0,92110.2,39475.8
"6297","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11054077","Ezmeralda Feeham","21635120","ZVL ","Vente libre         ",2018-10-05,36000,36000,24000,96000,0,0,0,24000,96000
"3925","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,144,2187.5,315000,"10605470","Rosaline Caslane","21221962","ZVL ","Vente libre         ",2012-06-13,94500,0,0,94500,0,0,0,220500,94500
"6392","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11055707","Lexis Tweed","21636078","ZVL ","Vente libre         ",2018-10-22,36000,36000,48000,120000,0,0,0,0,120000
"1569","180308.01",1803,"Nador - Driouch               ","96661-ANNASR LS DRIOUCH                 ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,64,4680.18,299531.38,"11075281","Mikel Affron","21657563","ZVL ","Vente libre         ",2019-05-14,125000,30000,0,155000,0,0,0,144531.38,155000
"2029","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,110,1320,145200,"10606922","Colette Brient","21232340","ZVL ","Vente libre         ",2014-10-20,36300,36300,36300,108900,0,0,0,36300,108900
"2104","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,123,1155,142065,"10609559","Tim O'Flaherty","21221312","ZVL ","Vente libre         ",2014-10-27,35516.25,35516.25,35516.25,106548.75,0,0,0,35516.25,106548.75
"2393","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA JUMELEES       ",1,2,440,920,404800,"10646364","Ossie Cuvley","21482200","ZVL ","Vente libre         ",2016-09-22,101200,101200,101200,303600,0,0,0,101200,303600
"5893","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,162,400,64800,"11075638","Emmalynn Dunnett","23193376","ZAF ","Vente Affectation   ",2020-05-06,48600,16200,0,64800,0,0,0,0,64800
"2658","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,880,61600,"10590456","Cinnamon Kirrens","21212046","ZVL ","Vente libre         ",2013-09-26,16800,16800,16800,50400,0,0,0,11200,50400
"5259","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,139.1,2150,299065,"11015998","Eugenie Goodram","21610978","ZVL ","Vente libre         ",2017-08-08,89719.5,74766.25,74766.25,239252,0,0,0,59813,239252
"4826","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC COMMERCIAL     ",1,2,95.7,1400,133980,"10644543","Clea Corkitt","21748080","ZVL ","Vente libre         ",2019-07-22,40194,0,0,40194,0,0,0,93786,0
"5129","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.95,1400,134330,"11079370","Sloan Galbreth","21660234","ZVL ","Vente libre         ",2019-07-17,40299,0,0,40299,0,0,0,94031,40299
"5010","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,93.99,1400,131586,"11079599","Caye Poate","21748156","ZVL ","Vente libre         ",2019-07-18,39475.8,39475.8,0,78951.6,0,0,0,52634.4,0
"1550","180308.01",1803,"Nador - Driouch               ","96661-ANNASR LS DRIOUCH                 ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,65,4608.06,299524.06,"11126749","Jaime Timmis","21747899","ZVL ","Vente libre         ",2021-05-04,0,0,0,0,0,0,0,299524.06,0
"2292","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,240,1312.5,315000,"10633769","Leonard Sleeman","21231079","ZVL ","Vente libre         ",2016-04-29,78750,78750,0,157500,0,0,0,157500,157500
"4023","180403.02",1803,"Nador - Driouch               ","10132-POLE URBAIN  AL AROUIT TR2        ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,3,160,2500,4e+05,"10628578","Avivah Abrehart","21213863","ZVL ","Vente libre         ",2012-06-13,120000,120000,0,240000,0,0,0,160000,240000
"5340","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,190,2300,437000,"10609209","Cooper Annesley","21610515","ZVL ","Vente libre         ",2017-08-02,80000,0,0,80000,0,0,0,357000,80000
"5374","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,154.4,2200,339680,"11054356","Lavinie Bosward","21635184","ZVL ","Vente libre         ",2018-10-08,101904,84920,84920,271744,0,0,0,67936,271744
"5620","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,240,2450,588000,"11022196","Noellyn Rennie","21618492","ZVL ","Vente libre         ",2017-12-14,176400,147000,0,323400,0,0,0,264600,323400
"6984","180621.03",1802,"Berkane                       ","RESIDENCE GREEN HOUSE R+3               ","CONSTRUCTION USAGE COMM. ","CONSTR LOCAUX COMMERCIAUX               ",1,2,122.7,4832.93,593000,"10617340","Shel Heifer","21730086","ZVL ","Vente libre         ",2020-02-07,189760,0,0,189760,0,0,0,403240,189760
"395","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,132,1850,244200,"11033694","Bernardine Colhoun","21622709","ZVL ","Vente libre         ",2018-02-20,61050,0,0,61050,0,0,0,183150,61050
"450","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,120,1885,226200,"10984760","Livvy Lanchester","21618864","ZVL ","Vente libre         ",2017-12-20,33930,22620,0,56550,0,0,0,169650,56550
"5470","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,200.5,2600,521300,"11022557","Larisa Millgate","21615616","ZVL ","Vente libre         ",2017-10-26,156390,130325,130325,417040,0,0,0,104260,417040
"6197","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,100,1700,170000,"11058407","Lisha Norquoy","21638059","ZVL ","Vente libre         ",2018-11-29,51000,51000,68000,170000,0,0,0,0,170000
"3693","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,100,950,95000,"11025786","Aylmer Deyenhardt","21617857","ZVL ","Vente libre         ",2017-12-05,47500,23750,0,71250,0,0,0,23750,71250
"5883","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,146,400,58400,"11075638","Madelena McGraw","23193357","ZAF ","Vente Affectation   ",2020-05-06,43800,14600,0,58400,0,0,0,0,58400
"5429","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,162.75,2550,415012.5,"11015793","Fiorenze Southway","21610958","ZVL ","Vente libre         ",2017-08-08,124503.75,60000,0,184503.75,0,0,0,230508.75,184503.75
"3631","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11025161","Natty Palister","21617526","ZVL ","Vente libre         ",2017-11-28,34000,17000,0,51000,0,0,0,17000,51000
"389","180149.01",1803,"Nador - Driouch               ","7321-AL ANNOUAR ARRUIT                  ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,2,110,1900,209000,"10993687","Sherwynd Pettko","21634378","ZVL ","Vente libre         ",2018-09-28,52250,0,0,52250,0,0,0,156750,52250
"6849","180621.02",1802,"Berkane                       ","RESIDENCE FERMEE R+1 GREEN HOUSE SAIDIA ","CONSTRUCTION LOGEMENT    ","CONSTR MOYEN& HAUT STANDING APPARTEMENT ",1,2,80,5812.5,465000,"11081110","Jacky Guilliatt","21660513","ZVL ","Vente libre         ",2019-07-22,116250,116250,0,232500,0,0,0,232500,232500
"6554","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11058400","Alasdair Kuhlmey","21638053","ZVL ","Vente libre         ",2018-11-29,36000,36000,48000,120000,0,0,0,0,120000
"6360","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,1200,120000,"11099096","Torin Matysik","21731219","ZVL ","Vente libre         ",2020-03-05,36000,36000,0,72000,0,0,0,48000,72000
"5250","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS R+3 RDC COMMERCIAL   ",1,2,143.7,2250,323325,"11016096","Mireielle Snaith","21611107","ZVL ","Vente libre         ",2017-08-08,96997.5,80831.25,0,177828.75,0,0,0,145496.25,177828.75
"786","180197.01",1803,"Nador - Driouch               ","7311-AL MANAR ZAIO                      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+4 RDC COMMERCIAL   ",1,2,194,1449,281106,"10646057","Gregg Horsley","21482012","ZVL ","Vente libre         ",2016-09-20,150000,0,0,150000,0,0,0,131106,150000
"737","180174.01",1804,"Jerada-Figuig                 ","98021-AMAL 3 A AIN BENI MATHAR          ","PRODUITS TIERS           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,3,177,340.07,60192,"10594373","Linnell Eyers","21228716","ZVL ","Vente libre         ",2009-10-29,4000,5000,10000,19000,0,0,0,41192,19000
"835","180219.01",1805,"Taourirt                      ","29121-ZAITOUNE 1-2 TR                   ","LOT ACTIVITÉ COMMERCIALE ","LOTS  ACTIVITE COMM A USAGE COMMERCIAL  ",1,3,109,380,41420,"10611378","Eddie Sevior","21233066","ZVL ","Vente libre         ",2006-07-18,16000,0,0,16000,0,0,0,25420,16000
"5038","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS ECONOMIQUES R+2 RDC HABITAT        ",1,2,95.7,1400,133980,"11079745","Brnaba Leeburn","21748075","ZVL ","Vente libre         ",2019-07-19,40194,40194,0,80388,0,0,0,53592,0
"79","180018.01",1804,"Jerada-Figuig                 ","99501-RYAD BOUARFA                      ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA BANDE          ",1,2,200,750,150000,"11028387","Vivian Sokell","21619386","ZVL ","Vente libre         ",2017-12-28,50000,50000,50000,150000,0,0,0,0,150000
"3633","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11015389","Jarib MacGarrity","21610551","ZVL ","Vente libre         ",2017-08-02,34000,17000,0,51000,0,0,0,17000,51000
"1406","180304.01",1804,"Jerada-Figuig                 ","10521-AMAL TR1 A TENDRARA               ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,140,480,67200,"11110066","Edita Ravilus","21745856","ZVL ","Vente libre         ",2021-03-15,0,0,0,0,0,0,0,67200,0
"2610","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,3,70,800,56000,"10611191","Pancho Antonopoulos","21234541","ZVL ","Vente libre         ",2013-09-12,14700,14700,14700,44100,0,0,0,11900,44100
"3089","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,110,1375,151250,"10617980","Benedicta Elton","21217121","ZVL ","Vente libre         ",2015-07-13,50000,0,0,50000,0,0,0,101250,50000
"3207","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,3,120,1000,120000,"10611638","Sorcha Atchly","21362237","ZVL ","Vente libre         ",2014-09-05,30000,30000,30000,90000,0,0,0,30000,90000
"6566","180620.01",1802,"Berkane                       ","ZUN BOUGHRIBA EXTENSION                 ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,96,1300,124800,"11053377","Forrester Petrashkov","21634520","ZVL ","Vente libre         ",2018-09-29,37440,37440,49920,124800,0,0,0,0,124800
"1270","180290.01",1802,"Berkane                       ","8191-ANAS FVIT TR3                      ","CONSTRUCTION LOGEMENT    ","CONSTR SOCIAL 250 MILLE                 ",1,2,55,3050.91,167800,"11104262","Florenza Dachey","21734282","ZVL ","Vente libre         ",2020-07-10,35000,35000,0,70000,0,0,0,97800,70000
"5704","180429.01",1803,"Nador - Driouch               ","PU JNAN KERT DRIOUCH                    ","LOT HABITATION           ","LOTS PROMOTIONNELS VILLA ISOLEES        ",1,2,233.4,1450,338430,"11116259","Norrie Cockerill","21742532","ZVL ","Vente libre         ",2020-12-31,80000,85000,173430,338430,0,0,0,0,338430
"1993","180392.01",1805,"Taourirt                      ","5111-ZUN AL YASSAMINE TR1 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,125,1155,144375,"10592431","Orella Pole","21227288","ZVL ","Vente libre         ",2014-10-15,36093.75,0,0,36093.75,0,0,0,108281.25,36093.75
"3111","180392.02",1805,"Taourirt                      ","5112-ZUN AL YASSAMINE TR2 TAOURIRT      ","LOT HABITATION           ","LOTS PROMOTIONNELS R+2 RDC COMMERCIAL   ",1,3,130,1210,157300,"10625748","Karney Salzburger","21226386","ZVL ","Vente libre         ",2013-09-11,46695,46695,0,93390,0,0,0,63910,93390
"868","180225.01",1801,"Agence Oujda                  ","8901-LOTIS ESSAADA MCO                  ","PRODUITS TIERS           ","LOTS PROMOTIONNELS R+2 RDC HABITAT      ",1,2,100,2090,209000,"10627604","Tab Milius","21478649","ZVL ","Vente libre         ",2016-07-19,104500,104500,0,209000,0,0,0,0,209000
"3608","180392.03",1805,"Taourirt                      ","5113-ZUN AL YASSAMINE TR3 TAOURIRT      ","LOT HABITATION           ","LOTS ECONOMIQUES R+1 RDC HABITAT        ",1,2,80,850,68000,"11025076","Ronny Toombs","21617484","ZVL ","Vente libre         ",2017-11-27,17000,34000,0,51000,0,0,0,17000,51000
"5922","180454.01",1804,"Jerada-Figuig                 ","Operation de ZAE TOUISSIT               ","LOT ACTIVITÉ COMMERCIALE ","LOTS ACTIVITE COMM A USAGE INDUSTRIEL   ",1,2,356,400,142400,"11075638","Gwendolen Lacroux","23193417","ZAF ","Vente Affectation   ",2020-05-06,106800,35600,0,142400,0,0,0,0,142400
